"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL404605";"";"None";"163.22";"0";"1.55";"17";"CCc1ccc(NC(=N)N)cc1";"Ki";"'='";"5770000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815752";"Inhibition against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125001";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"5.77"
"CHEMBL49958";"";"None";"423.47";"0";"3.77";"14c";"Cc1c(F)c(N(C)c2cccc(C(=N)N)c2)nc(N(C)c2cccc(C(=N)N)c2)c1F";"Ki";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"15.22";"0.28";"2.67";"5.41";"0";"CHEMBL817573";"Compound was tested for inhibition activity against bovine trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132209";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"360.0"
"CHEMBL421880";"";"None";"508.69";"1";"3.66";"5";"CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(CN)cc3)C(=O)N(C)C3CCCC3)cccc12";"Ki";"'='";"17100.0";"nM";"4.77";"";"";"UO_0000065";"9.37";"0.18";"1.11";"4.98";"0";"CHEMBL817623";"Binding affinity towards bovine trypsin was evaluated in vitro";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"17100.0"
"CHEMBL3349045";"";"None";"659.63";"None";"None";"9a";"COCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1";"Ki";"'='";"0.67";"nM";"9.17";"";"";"UO_0000065";"13.91";"None";"None";"None";"0";"CHEMBL817620";"Binding affinity against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128727";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.67"
"CHEMBL357067";"";"None";"536.65";"1";"2.82";"4";"CCOC(=O)C1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1";"Ki";"'='";"8.4";"nM";"8.08";"";"";"UO_0000065";"15.05";"0.29";"5.26";"5.66";"0";"CHEMBL819016";"Inhibitory activity against bovine trypsin expressed as dissociation constant";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131451";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"0.0084"
"CHEMBL148317";"";"None";"677.91";"2";"5.34";"6a";"CC(C)c1cc(C(C)C)c(S(=O)(=O)NC(Cc2cccc(C(N)N)c2)C(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c(C(C)C)c1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"9.88";"0.19";"1.36";"4.52";"0";"CHEMBL819016";"Inhibitory activity against bovine trypsin expressed as dissociation constant";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131451";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"0.2"
"CHEMBL314585";"";"None";"515.68";"1";"4.74";"10";"CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2cc3ccccc3cc2c1)C1CCCC1";"Ki";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"10.63";"0.20";"0.74";"5.93";"0";"CHEMBL817623";"Binding affinity towards bovine trypsin was evaluated in vitro";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"3300.0"
"CHEMBL358918";"";"None";"386.50";"0";"4.25";"4c";"N=C(N)c1ccc(/C=C2/CCCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.11";"0.33";"2.75";"5.99";"0";"CHEMBL815005";"In vitro inhibition of bovine trypsin(Trp).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132552";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"100.0"
"CHEMBL7758";"";"None";"519.67";"1";"4.38";"22";"CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3cc(OC)ccc3c2)C(=O)N(C)C2CCCC2)cc1";"Ki";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817586";"Inhibitory activity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132084";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"30.0"
"CHEMBL108458";"";"None";"469.57";"0";"1.51";"19";"Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC1CCc2nn(C)cc2C1";"Ki";"'='";"807000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815006";"Inhibitory activity against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1136225";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"807.0"
"CHEMBL419671";"";"None";"498.67";"0";"3.56";"13";"CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc(-c2ccccn2)s1)C1CCCC1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL817624";"Binding affinity towards bovine trypsin was evaluated in vitro; Not determined";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";""
"CHEMBL137269";"";"None";"371.18";"0";"2.69";"Lactone IIb";"N=C(N)Nc1ccc(C2CC(=O)O/C(=C\I)C2)cc1";"Ki";"'='";"4280.0";"nM";"5.37";"";"";"UO_0000065";"14.46";"0.39";"2.68";"6.09";"0";"CHEMBL817576";"Compound was tested for its binding affinity against the enzyme trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125358";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"4.28"
"CHEMBL266196";"";"None";"465.62";"0";"3.59";"4";"CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1";"Ki";"'='";"13600.0";"nM";"4.87";"";"";"UO_0000065";"10.45";"0.20";"1.28";"5.26";"0";"CHEMBL817623";"Binding affinity towards bovine trypsin was evaluated in vitro";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130583";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"13600.0"
"CHEMBL94336";"";"None";"372.47";"0";"3.86";"2a";"N=C(N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1";"Ki";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"20.24";"0.37";"3.68";"6.45";"0";"CHEMBL817625";"Compound (isomer) was tested in the absence of light for inhibitory activity against trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131630";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"29.0"
"CHEMBL159816";"";"None";"460.52";"0";"3.95";"15";"CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2conc2-c2cccc(C(=N)N)c2)cc1";"Ki";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"16.51";"0.31";"3.65";"5.46";"0";"CHEMBL817587";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"25.0"
"CHEMBL265315";"";"None";"422.96";"0";"0.32";"PPACK";"NC(N)=NCCC[C@@H](CCl)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL878754";"Inhibitory concentration against trypsin; Not determined";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132633";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";""
"CHEMBL151481";"";"None";"400.53";"0";"4.47";"14b";"CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.53";"0.36";"3.35";"8.32";"0";"CHEMBL618434";"In vitro inhibition of bovine trypsin(Trp).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132552";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"15.0"
"CHEMBL55035";"";"None";"372.47";"0";"3.86";"1c";"N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"20.09";"0.36";"3.62";"6.40";"1";"CHEMBL618434";"In vitro inhibition of bovine trypsin(Trp).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132552";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"33.0"
"CHEMBL3735513";"";"None";"1221.52";"None";"None";"peptide8";"CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CCN(C(=N)N)CC2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O";"Ki";"'='";"18200.0";"nM";"4.74";"";"";"UO_0000065";"3.88";"None";"None";"None";"0";"CHEMBL3739088";"Inhibition of bovine beta-trypsin after 15 mins using Bz-Ile-Glu(g-OR)-Gly-Arg-p-nitroanilide as substrate";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3734702";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"18.2"
"CHEMBL134926";"";"None";"245.28";"0";"1.93";"2a";"C=C1CC(c2ccc(NC(=N)N)cc2)CC(=O)O1";"Ki";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"20.49";"0.38";"3.10";"5.70";"0";"CHEMBL817576";"Compound was tested for its binding affinity against the enzyme trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125358";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"9.4"
"CHEMBL24479";"";"None";"138.17";"0";"0.49";"4";"OCCNc1ccncc1";"Ki";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818253";"Tested for the Inhibition of the catalytic activity of bovine trypsin at 25 degree C and pH 7.5.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1150979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"500.0"
"CHEMBL120162";"";"None";"442.46";"0";"-1.45";"25";"NC(N)=NCCCCNC(=O)[C@@H]1CS[C@H]2CC[C@H](N)C(=O)N21.O=C(O)C(F)(F)F";"Ki";"'='";"3580.0";"nM";"5.45";"";"";"UO_0000065";"16.58";"0.34";"6.90";"3.89";"0";"CHEMBL815750";"In vitro inhibition was measured against Human bovine pancreatic trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131291";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"3.58"
"CHEMBL421428";"";"None";"582.63";"0";"-0.47";"27";"N=C(N)NCCCNC(=O)[C@@H]1CS[C@H]2CC[C@H](NS(=O)(=O)Cc3ccccc3)C(=O)N21.O=C(O)C(F)(F)F";"Ki";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"10.89";"0.22";"5.57";"3.24";"0";"CHEMBL815750";"In vitro inhibition was measured against Human bovine pancreatic trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131291";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"7.9"
"CHEMBL101343";"";"None";"249.32";"0";"2.97";"20";"N=C(N)c1ccc2c(ccn2Cc2ccccc2)c1";"Ki";"'='";"15400.0";"nM";"4.81";"";"";"UO_0000065";"19.30";"0.35";"1.84";"8.78";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"15.4"
"CHEMBL96484";"";"None";"429.52";"0";"0.88";"18";"O=C(O)CN[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCC#Cc1c[nH]cn1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL817585";"Inhibitory activity against Bovine Trypsin; No data";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133054";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";""
"CHEMBL283022";"";"None";"597.16";"2";"0.95";"19d MOL150";"N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)C(=O)NCCc1ccc(Cl)cc1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL878754";"Inhibitory concentration against trypsin; Not determined";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132633";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";""
"CHEMBL101027";"";"None";"372.48";"0";"3.64";"24";"N=C(N)c1ccc2c(ccn2CCCCn2ccc3cc(C(=N)N)ccc32)c1";"Ki";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"14.75";"0.27";"1.85";"5.01";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"3.2"
"CHEMBL540073";"";"None";"569.13";"1";"2.93";"3g";"Cl.N=C(N)N1CCC[C@H](CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NS(=O)(=O)c2ccc3ccccc3c2)C1";"Ki";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL878759";"In vitro binding affinity by measuring the inhibition of bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127404";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"130.0"
"CHEMBL48133";"";"None";"476.67";"0";"3.28";"6";"CCCc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(C(=N)N)s2)C(=O)N(C)C2CCCC2)cc1";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"14.32";"0.29";"3.54";"5.86";"0";"CHEMBL817570";"Compound was evaluated for its inhibitory activity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130864";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"150.0"
"CHEMBL106079";"";"None";"554.80";"2";"5.49";"table 5";"CC1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1";"Ki";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"11.11";"0.22";"0.67";"5.30";"0";"CHEMBL819016";"Inhibitory activity against bovine trypsin expressed as dissociation constant";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131451";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"0.69"
"CHEMBL101726";"";"None";"291.36";"0";"2.26";"17";"N=C(N)c1cccc(Cn2ccc3cc(C(=N)N)ccc32)c1";"Ki";"'='";"8290.0";"nM";"5.08";"";"";"UO_0000065";"17.44";"0.32";"2.82";"4.85";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"8.29"
"CHEMBL102002";"";"None";"410.44";"1";"3.47";"2";"N=C(N)c1ccc2[nH]c(Oc3ccc(-c4nc5cc(C(=N)N)ccc5[nH]4)cc3)nc2c1";"Ki";"'='";"4670.0";"nM";"5.33";"";"";"UO_0000065";"12.99";"0.23";"1.86";"3.20";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"4.67"
"CHEMBL415700";"";"None";"255.20";"0";"2.20";"12";"N=C(N)c1ccc2c(C(=O)C(F)(F)F)c[nH]c2c1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"1000.0"
"CHEMBL23246";"";"None";"419.51";"0";"4.53";"13a";"O=S(=O)(Nc1cccc(OCCNc2ccncc2)c1)c1ccc2ccccc2c1";"Ki";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818253";"Tested for the Inhibition of the catalytic activity of bovine trypsin at 25 degree C and pH 7.5.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1150979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"500.0"
"CHEMBL100296";"";"None";"294.31";"0";"2.88";"23";"N=C(N)c1ccc(Cn2ccc3cc([N+](=O)[O-])ccc32)cc1";"Ki";"'='";"3440.0";"nM";"5.46";"";"";"UO_0000065";"18.56";"0.34";"2.58";"5.58";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"3.44"
"CHEMBL404605";"";"None";"163.22";"0";"1.55";"17";"CCc1ccc(NC(=N)N)cc1";"Ki";"'='";"5767664.63";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815775";"log1/Ki value was calculated against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125001";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"2.239"
"CHEMBL332322";"";"None";"596.59";"1";"3.55";"29";"CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(OC3CCN(CC(=O)O)CC3)c2F)c1";"Ki";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"10.86";"0.21";"2.93";"3.89";"0";"CHEMBL817592";"Inhibitory potency was measured against bovine trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131090";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"330.0"
"CHEMBL298415";"";"None";"347.38";"0";"3.23";"3";"N=C(N)c1ccc(Oc2cccc(Oc3ccc(C(=N)N)cc3)n2)cc1";"Ki";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"15.98";"0.29";"2.32";"4.24";"0";"CHEMBL817592";"Inhibitory potency was measured against bovine trypsin.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131090";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"2800.0"
"CHEMBL81852";"";"None";"355.34";"0";"4.54";"4a";"Cc1c(F)c(Oc2ccccc2)nc(Oc2cccc(C(=N)N)c2)c1F";"Ki";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL818251";"Inhibitory constant against bovine trypsin for general specificity against serine proteases";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135740";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"5000.0"
"CHEMBL359422";"";"None";"438.55";"0";"2.54";"64";"CC(C)NC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"15995.58";"nM";"4.80";"";"";"UO_0000065";"10.94";"0.21";"2.26";"3.83";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"4.796"
"CHEMBL356862";"";"None";"414.55";"1";"5.04";"6b";"N=C(N)c1ccc(/C=C2/CCCCCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1";"Ki";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"13.70";"0.25";"0.64";"4.86";"0";"CHEMBL815005";"In vitro inhibition of bovine trypsin(Trp).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132552";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2100.0"
"CHEMBL145108";"";"None";"492.60";"0";"2.45";"19";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C=O)CC2)c1";"Ki";"'='";"219.79";"nM";"6.66";"";"";"UO_0000065";"13.52";"0.26";"4.21";"4.99";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.658"
