"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL175464";"";"None";"549.70";"1";"1.84";"27";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1";"Ki";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"13.80";"0.27";"5.75";"4.87";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"26.0"
"CHEMBL175620";"";"None";"553.73";"1";"1.56";"61";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2c(s1)CCCC2";"Ki";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"15.09";"0.29";"6.80";"5.36";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"4.4"
"CHEMBL444601";"";"None";"452.58";"0";"2.93";"31";"CCCCNC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"3999.45";"nM";"5.40";"";"";"UO_0000065";"11.93";"0.23";"2.47";"4.31";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.398"
"CHEMBL358085";"";"None";"646.77";"1";"4.71";"53";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)OCc2ccccc2)c1";"Ki";"'='";"1199.5";"nM";"5.92";"";"";"UO_0000065";"9.15";"0.17";"1.21";"4.15";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.921"
"CHEMBL323101";"";"None";"543.67";"1";"1.12";"73";"CS(=O)(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1";"Ki";"'='";"190.11";"nM";"6.72";"";"";"UO_0000065";"12.36";"0.25";"5.60";"4.37";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.721"
"CHEMBL356094";"";"None";"536.65";"1";"2.81";"85";"COC(=O)[C@H]1[C@@H](C)CCCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"1798.87";"nM";"5.75";"";"";"UO_0000065";"10.71";"0.21";"2.94";"4.03";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.745"
"CHEMBL358110";"";"None";"549.72";"1";"1.26";"2";"CC(C)(C)c1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(S(C)(=O)=O)CC2)cc1";"Ki";"'='";"159.96";"nM";"6.80";"";"";"UO_0000065";"12.36";"0.25";"5.54";"4.42";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.796"
"CHEMBL342764";"";"None";"479.61";"0";"2.67";"44";"CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc3cccnc23)CC1";"Ki";"'='";"3597.49";"nM";"5.44";"";"";"UO_0000065";"11.35";"0.22";"2.77";"4.21";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.444"
"CHEMBL318352";"";"None";"536.66";"1";"1.84";"6";"CN(C)C(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1";"Ki";"'='";"169.82";"nM";"6.77";"";"";"UO_0000065";"12.62";"0.24";"4.93";"4.84";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.77"
"CHEMBL145343";"";"None";"486.64";"0";"2.64";"62";"CNC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1c(C)c(C)c2c(c1C)CCC(C)(C)O2";"Ki";"'='";"31988.95";"nM";"4.50";"";"";"UO_0000065";"9.24";"0.18";"1.86";"3.35";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"4.495"
"CHEMBL358961";"";"None";"674.91";"2";"6.21";"54";"CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC[C@H](C(=O)OCc3ccccc3)C2)c(C(C)C)c1";"Ki";"'='";"851.14";"nM";"6.07";"";"";"UO_0000065";"8.99";"0.17";"-0.14";"4.26";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.07"
"CHEMBL357635";"";"None";"597.74";"1";"3.57";"61";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C(=O)NCc3ccccc3)CC2)c1";"Ki";"'='";"269.77";"nM";"6.57";"";"";"UO_0000065";"10.99";"0.21";"3.00";"4.52";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.569"
"CHEMBL153732";"";"None";"478.62";"0";"3.27";"table 4";"CC1CCCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)C1";"Ki";"'='";"530.0";"nM";"6.28";"";"";"UO_0000065";"13.11";"0.25";"3.01";"5.39";"0";"CHEMBL819016";"Inhibitory activity against bovine trypsin expressed as dissociation constant";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131451";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"0.53"
"CHEMBL1160768";"";"None";"150.19";"0";"0.57";"6";"N=C(N)Nc1ccccc1N";"Ki";"'='";"1180320.64";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815775";"log1/Ki value was calculated against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125001";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"2.928"
"CHEMBL13823";"";"None";"169.62";"0";"1.65";"8";"N=C(N)Nc1cccc(Cl)c1";"Ki";"'='";"1100000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815752";"Inhibition against Trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125001";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.1"
"CHEMBL317167";"";"None";"483.57";"0";"2.21";"16";"CC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC#Cc1c[nH]cn1)C(c1ccccc1)c1ccccc1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL817585";"Inhibitory activity against Bovine Trypsin; No data";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133054";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";""
"CHEMBL159757";"";"None";"491.53";"0";"2.68";"13";"N=C(N)c1cccc(-c2noc(CO)c2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"14.85";"0.28";"4.62";"3.94";"0";"CHEMBL817587";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"50.0"
"CHEMBL360542";"";"None";"626.83";"1";"4.77";"73";"Cc1cccc(C(C)(C)CN(CC(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nc3ccccc3s2)C(=O)CCc2ccccc2)c1";"Ki";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"11.56";"0.22";"2.47";"5.04";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"57.0"
"CHEMBL409333";"";"None";"674.82";"1";"1.79";"18d";"CC(=O)O.CCOC(=O)[C@H]1C[C@H](C)CCN1C(=O)[C@H](CC(=O)NC[C@@H]1CCCN(C(=N)N)C1)NS(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"9.69";"0.19";"4.17";"3.41";"0";"CHEMBL878759";"In vitro binding affinity by measuring the inhibition of bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127404";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"1.1"
"CHEMBL544130";"";"None";"575.09";"1";"2.36";"3h";"Cl.N=C(N)N1CCCC(CNC(=O)[C@@H](Cc2ccc([N+](=O)[O-])cc2)NS(=O)(=O)c2ccc3ccccc3c2)C1";"Ki";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"8.37";"0.16";"2.15";"2.63";"0";"CHEMBL878759";"In vitro binding affinity by measuring the inhibition of bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127404";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"31.0"
"CHEMBL357660";"";"None";"536.65";"1";"2.81";"27";"COC(=O)[C@H]1C[C@H](C)CCN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1";"Ki";"'='";"2197.86";"nM";"5.66";"";"";"UO_0000065";"10.54";"0.20";"2.85";"3.97";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.658"
"CHEMBL369583";"";"None";"512.61";"1";"4.38";"7i";"CC(=N)N1CCC(Oc2ccc3nc(CCC(=O)O)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"15.11";"0.28";"3.36";"5.48";"0";"CHEMBL815753";"In vitro inhibitory activity against bovine cationic trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133358";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"18.0"
"CHEMBL357211";"";"None";"597.74";"1";"3.57";"42";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC[C@H](C(=O)NCc3ccccc3)C2)c1";"Ki";"'='";"119.95";"nM";"6.92";"";"";"UO_0000065";"11.58";"0.22";"3.35";"4.76";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.921"
"CHEMBL1161256";"";"None";"425.47";"0";"1.67";"70";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)C(=O)O)c1";"Ki";"'='";"118032.06";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"3.928"
"CHEMBL19902";"DX-9065A";"None";"444.54";"0";"3.99";"DX-9065a";"CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1";"Ki";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"13.95";"0.26";"2.21";"5.02";"0";"CHEMBL844336";"Inhibitory concentration against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135884";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"630.0"
"CHEMBL451242";"";"None";"463.60";"0";"1.08";"11c";"CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1";"Ki";"'='";"9.9";"nM";"8.00";"";"";"UO_0000065";"17.27";"0.34";"6.92";"5.50";"0";"CHEMBL817758";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135262";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"9.9"
"CHEMBL367973";"";"None";"625.82";"1";"3.02";"70";"CCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(C(=O)c1nc2ccccc2s1)C1CCC(N)CC1";"Ki";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"11.28";"0.22";"4.04";"4.66";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"87.0"
"CHEMBL296956";"";"None";"514.67";"1";"3.48";"7";"COc1ccc2cc(S(=O)(=O)N[C@@H](Cc3ccc(C(=N)N)s3)C(=O)N(C)C3CCCC3)ccc2c1";"Ki";"'='";"134.0";"nM";"6.87";"";"";"UO_0000065";"13.35";"0.27";"3.39";"5.47";"0";"CHEMBL817570";"Compound was evaluated for its inhibitory activity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130864";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"134.0"
"CHEMBL140072";"";"None";"461.50";"0";"3.19";"SA862";"N=C(N)c1cccc(-c2nocc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"16.64";"0.32";"4.49";"4.65";"0";"CHEMBL817587";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"21.0"
"CHEMBL7587";"";"None";"493.67";"0";"4.10";"21";"CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3c(c2)CCCC3)C(=O)N(C)C2CCCC2)cc1";"Ki";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817586";"Inhibitory activity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132084";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"30.0"
"CHEMBL160115";"";"None";"506.54";"1";"2.73";"14";"COCc1onc(-c2cccc(C(=N)N)c2)c1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cn1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"13.22";"0.25";"3.97";"3.58";"0";"CHEMBL817587";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"200.0"
"CHEMBL100569";"";"None";"249.32";"0";"2.97";"22";"N=C(N)c1ccc(Cn2ccc3ccccc32)cc1";"Ki";"'='";"4590.0";"nM";"5.34";"";"";"UO_0000065";"21.41";"0.38";"2.37";"9.74";"0";"CHEMBL817581";"Inhibition constant against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1122336";"1";"Scientific Literature";"J Med Chem";"1983";"None";"";"";"";"4.59"
"CHEMBL180418";"";"None";"551.72";"1";"1.69";"48 (diastereomer)";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)c1nc2ccccc2s1";"Ki";"'='";"180000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"180000.0"
"CHEMBL361377";"";"None";"599.76";"1";"2.99";"62";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc3ccccc3c2s1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"13.05";"0.25";"4.83";"5.02";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"15.0"
"CHEMBL176031";"";"None";"579.73";"1";"1.85";"63";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc(OC)cc2s1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.01";"0.29";"6.85";"5.27";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"2.0"
"CHEMBL176660";"";"None";"565.70";"1";"1.54";"64";"CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccc(O)cc2s1";"Ki";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"14.95";"0.29";"6.92";"4.80";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"3.5"
"CHEMBL28922";"";"None";"498.66";"0";"0.71";"19f MOL127";"N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)c1nccs1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL878754";"Inhibitory concentration against trypsin; Not determined";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132633";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";""
"CHEMBL176063";"";"None";"551.72";"1";"1.99";"25";"CN[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1)C(C)C";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"15.99";"0.31";"6.83";"5.36";"0";"CHEMBL828215";"Binding affinity against bovine trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142732";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.5"
"CHEMBL358387";"";"None";"288.39";"0";"1.10";"table 5";"CC1CCN(C(=O)C(N)Cc2cccc(C(=N)N)c2)CC1";"Ki";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"15.73";"0.30";"3.44";"4.72";"0";"CHEMBL819016";"Inhibitory activity against bovine trypsin expressed as dissociation constant";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1131451";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"29.0"
"CHEMBL369159";"";"None";"512.61";"1";"4.38";"8i";"CC(=N)N1CCC(Oc2ccc3c(c2)nc(CCC(=O)O)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.32";"0.28";"3.47";"5.56";"0";"CHEMBL815753";"In vitro inhibitory activity against bovine cationic trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133358";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"14.0"
"CHEMBL366405";"";"None";"553.71";"1";"4.91";"14e";"COC(=O)C(C)CN(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"12.27";"0.23";"1.89";"5.47";"0";"CHEMBL815753";"In vitro inhibitory activity against bovine cationic trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1133358";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"160.0"
"CHEMBL145741";"";"None";"554.80";"2";"5.49";"25";"CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1";"Ki";"'='";"690.24";"nM";"6.16";"";"";"UO_0000065";"11.10";"0.22";"0.67";"5.30";"0";"CHEMBL821446";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL3769";"Serine protease 1";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132189";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.161"
