"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL25477";"";"None";"433.56";"0";"4.44";"20e";"CCc1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1C/C=C/c1cc(N)ccc1O";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"16.99";"0.31";"2.93";"7.34";"0";"CHEMBL817144";"Tested in vitro for the selectivity against trypsin (Trp)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"43.0"
"CHEMBL19728";"";"None";"470.56";"0";"1.40";"NC19";"Cc1nc(N)nc(C)c1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL817810";"In vitro inhibitory constant against trypsin; Inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136066";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";""
"CHEMBL422299";"";"None";"457.42";"0";"1.87";"29";"Cc1ccnc(CNC(=O)Cn2c(C#N)cnc(NCC(F)(F)c3ccccn3)c2=O)c1F";"Ki";"'='";"61000.0";"nM";"4.21";"";"";"UO_0000065";"9.21";"0.17";"2.34";"3.36";"0";"CHEMBL815470";"Inhibitory constant against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145961";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"61.0"
"CHEMBL343380";"";"None";"489.60";"0";"3.99";"80";"CCCNS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2c[nH]c3ccc(C(=N)N)cc23)cc1";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"13.78";"0.26";"2.75";"4.79";"0";"CHEMBL818182";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133520";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"180.0"
"CHEMBL94139";"";"None";"282.30";"0";"2.23";"6l";"COc1cccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c1O";"Ki";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"16.02";"0.29";"2.29";"4.19";"0";"CHEMBL816557";"Inhibition of Human Serine Protease Trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134564";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"30.0"
"CHEMBL357501";"";"None";"179.22";"0";"1.32";"9 (table 3)";"CCOC(=O)c1ccc(CN)cc1";"Ki";"'='";"357272838.15";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL858270";"Inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132536";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.447"
"CHEMBL329912";"";"None";"509.05";"1";"2.71";"30";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCCCNCc2ccccc2CN1";"Ki";"'='";"41000.0";"nM";"4.39";"";"";"UO_0000065";"8.62";"0.17";"1.68";"4.38";"0";"CHEMBL817817";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"41.0"
"CHEMBL318363";"";"None";"328.37";"0";"4.76";"58";"N=C(N)c1ccc2oc(-c3cccc(-c4ccccc4)c3O)cc2c1";"Ki";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"17.65";"0.32";"1.04";"6.96";"0";"CHEMBL816557";"Inhibition of Human Serine Protease Trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134564";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1.6"
"CHEMBL329991";"";"None";"516.43";"1";"3.26";"18";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCCOc2ccc(Cl)cc2CN1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL817819";"Inhibitory activity against trypsin; Not determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";""
"CHEMBL341148";"";"None";"592.64";"0";"2.89";"20";"N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1Cc1ccccc1)C(=O)c1nc2ccccc2s1.O=C(O)C(F)(F)F";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.20";"0.27";"3.91";"5.47";"0";"CHEMBL655074";"In vitro inhibition of bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145070";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"160.0"
"CHEMBL25068";"";"None";"433.56";"0";"4.44";"21e";"CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1C/C=C/c1cc(N)ccc1O";"Ki";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"15.96";"0.30";"2.48";"6.89";"0";"CHEMBL817144";"Tested in vitro for the selectivity against trypsin (Trp)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"120.0"
"CHEMBL8135";"";"None";"607.11";"1";"2.46";"14 (+/-)";"CCCS(=O)(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1";"Ki";"'>'";"8000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL878974";"Inhibitory activity against trypsin using human purified enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"8000.0"
"CHEMBL104505";"";"None";"382.43";"0";"3.91";"23a";"N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)cc(Nc3ncccn3)c2c1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"19.34";"0.35";"3.49";"6.33";"0";"CHEMBL817133";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146777";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.04"
"CHEMBL3216435";"";"None";"473.40";"0";"2.90";"18";"COc1cc(C(=N)N)ccc1OCCCCCOc1ccc(C(=N)N)cc1OC.Cl.Cl";"Ki";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"14.70";"0.28";"2.99";"4.31";"0";"CHEMBL815012";"Inhibition of trypsin by amidase assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124749";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.3"
"CHEMBL77998";"";"None";"726.92";"2";"3.29";"17";"N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCCC5CCNCC5)CC4)CCC3)CC2)cc1";"Ki";"'='";"80000.0";"nM";"4.10";"";"";"UO_0000065";"5.64";"0.11";"0.81";"2.07";"0";"CHEMBL824723";"Compound was evaluated for its inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"80.0"
"CHEMBL355441";"";"None";"441.51";"0";"1.39";"3";"Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(N)nc1";"Ki";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"12.51";"0.24";"4.13";"4.06";"0";"CHEMBL816554";"Binding affinity towards trypsin was evaluated";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130777";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"3000.0"
"CHEMBL34306";"";"None";"424.51";"0";"1.13";"7";"Cc1ccc(NC(=O)c2ccccc2)c(=O)n1CC(=O)NCC1CCN(C(=N)N)CC1";"Ki";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"13.72";"0.26";"4.69";"4.37";"0";"CHEMBL818184";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"1500.0"
"CHEMBL80930";"";"None";"672.83";"2";"2.25";"13";"N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCCCN)CC4)CCC3)CC2)cc1";"Ki";"'='";"132000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL824723";"Compound was evaluated for its inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"132.0"
"CHEMBL48608";"";"None";"344.21";"0";"3.90";"22a";"Cc1cc(Br)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1";"Ki";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"18.87";"0.42";"2.59";"7.56";"0";"CHEMBL816557";"Inhibition of Human Serine Protease Trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134564";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"0.32"
"CHEMBL43017";"";"None";"505.64";"1";"4.33";"7f";"N=C(N)c1ccc(CN(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)N2CCCCCC2)cc1";"Ki";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"9.17";"0.18";"0.31";"3.88";"0";"CHEMBL815009";"In vitro inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137966";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"23.0"
"CHEMBL330234";"";"None";"409.08";"0";"4.35";"22c";"N=C(N)c1ccc2[nH]c(-c3cc(Br)cc(Br)c3O)cc2c1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"14.67";"0.39";"1.65";"6.99";"0";"CHEMBL824709";"Activity against Human Serine Protease Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134564";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"1.0"
"CHEMBL494163";"PENTAMIDINE HYDROCHLORIDE";"None";"376.89";"0";"2.88";"7 (Pentamidine)";"Cl.N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1";"Ki";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"16.56";"0.31";"2.76";"4.77";"0";"CHEMBL815012";"Inhibition of trypsin by amidase assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124749";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"2.3"
"CHEMBL3085115";"";"None";"446.57";"0";"1.90";"3";"Cc1ccc(S(=O)(=O)Nc2ccc(C)n(CC(=O)NC[C@H]3CC[C@H](N)CC3)c2=O)cc1";"Ki";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"12.71";"0.25";"3.78";"4.61";"0";"CHEMBL818184";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"2100.0"
"CHEMBL351435";"";"None";"461.95";"0";"3.73";"16";"O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cnccc2o1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL821459";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144944";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2900.0"
"CHEMBL3216390";"";"None";"511.50";"1";"0.37";"1 (Inogatran)";"Cl.Cl.N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O";"Ki";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"16.75";"0.32";"6.98";"4.57";"0";"CHEMBL818018";"Selective inhibition of thrombin in several in vitro and in vivo models of thrombosis";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"45.0"
"CHEMBL330572";"";"None";"445.53";"0";"1.37";"1n";"N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.47";"0.27";"4.63";"4.01";"0";"CHEMBL817137";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"1000.0"
"CHEMBL327636";"";"None";"423.50";"0";"1.60";"1g";"N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccncc4c3)C2=O)c1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817137";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"2.9"
"CHEMBL93740";"";"None";"438.51";"0";"1.18";"1h";"N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccnc(N)c4c3)C2=O)c1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817137";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"2.9"
"CHEMBL606961";"";"None";"648.57";"None";"None";"11";"CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCn1ccnc1[N+](=O)[O-])B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1";"Ki";"'>'";"1200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL812715";"Tested for selectivity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"1200.0"
"CHEMBL330582";"";"None";"463.97";"0";"2.31";"1y";"N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3cc4ccc(Cl)nc4s3)C2=O)c1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817137";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"2900.0"
"CHEMBL295454";"";"None";"445.54";"0";"2.61";"7b";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ccc[n+](C)c2)cc1";"Ki";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"16.35";"0.30";"4.67";"6.67";"0";"CHEMBL817811";"In vitro inhibitory potency against Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135155";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"52.0"
"CHEMBL45298";"";"None";"419.49";"0";"2.51";"10b";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ncc[nH]2)cc1";"Ki";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"15.04";"0.28";"3.80";"4.71";"0";"CHEMBL817811";"In vitro inhibitory potency against Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135155";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"490.0"
"CHEMBL410994";"";"None";"1037.41";"None";"None";"1c";"CCCCCCCCCCN[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)CCC(=O)N[C@@H](C(=O)NCC(=O)N[C@H](CC(C)C)C(=O)OC)C(C)C)C(C)C";"Ki";"'='";"20900.0";"nM";"4.68";"";"";"UO_0000065";"4.51";"None";"None";"None";"0";"CHEMBL815015";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128743";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"20.9"
"CHEMBL143008";"";"None";"407.48";"0";"1.20";"6";"Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2cccnc2)c1=O";"Ki";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"13.30";"0.25";"4.22";"4.24";"0";"CHEMBL815470";"Inhibitory constant against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145961";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"3800.0"
"CHEMBL307427";"";"None";"662.80";"2";"1.27";"61";"N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)CCCCC(=O)N3CCN(C(=O)NCc4ccc(NC(=N)N)cc4)CC3)CC2)cc1";"Ki";"'='";"54000.0";"nM";"4.27";"";"";"UO_0000065";"6.44";"0.12";"3.00";"1.86";"0";"CHEMBL824723";"Compound was evaluated for its inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"54.0"
"CHEMBL161432";"";"None";"476.97";"0";"2.70";"19";"O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2c[n+]([O-])ccc2[nH]1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL821459";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144944";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2900.0"
"CHEMBL48046";"";"None";"458.56";"0";"3.25";"9b";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc(CN)c2)cc1";"Ki";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"15.62";"0.29";"3.91";"5.45";"0";"CHEMBL817805";"In vitro inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135154";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"69.0"
"CHEMBL342168";"";"None";"475.57";"0";"3.60";"78";"CCNS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2c[nH]c3ccc(C(=N)N)cc23)cc1";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"14.29";"0.27";"3.20";"4.82";"0";"CHEMBL818182";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133520";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"160.0"
"CHEMBL32686";"";"None";"432.51";"0";"0.29";"4a";"Cc1nc(N)ccc1CNC(=O)Cn1c(C)cc2c(c1=O)NCN(C1CC1)S2(=O)=O";"Ki";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.56";"0.23";"4.71";"3.59";"0";"CHEMBL817816";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"10000.0"
"CHEMBL161158";"";"None";"519.00";"1";"3.02";"22";"O=C(O)Cn1c(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc2cnccc21";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL821459";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144944";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2900.0"
"CHEMBL306620";"";"None";"750.82";"2";"0.46";"60";"N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)O[C@@H]3CO[C@H]4[C@@H]3OC[C@H]4OC(=O)N3CCN(C(=O)NCc4ccc(NC(=N)N)cc4)CC3)CC2)cc1";"Ki";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"6.42";"0.12";"4.36";"1.81";"0";"CHEMBL824723";"Compound was evaluated for its inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"15.0"
"CHEMBL606951";"";"None";"758.19";"None";"None";"2";"CCCCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNc1cc(Cl)nc(N)n1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1";"Ki";"'='";"214.0";"nM";"6.67";"";"";"UO_0000065";"8.80";"None";"None";"None";"0";"CHEMBL812715";"Tested for selectivity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"214.0"
"CHEMBL124809";"";"None";"596.61";"0";"0.37";"19";"COS(=O)(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1.O=C(O)C(F)(F)F";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"15.38";"0.32";"7.05";"4.36";"0";"CHEMBL655074";"In vitro inhibition of bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Serine protease 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145070";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"38.0"
