Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,pKi
CHEMBL345710,,,402.45,0.0,2.79,8a,N=C(N)c1ccc(/C=C2\CC(C(=O)O)C/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',880.0,nM,6.06,,,UO_0000065,15.05,0.28,3.27,3.93,0,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,880.0,6.06
CHEMBL43415,,,149.2,0.0,1.3,11,Cc1ccc(NC(=N)N)cc1,Ki,'=',317687.41,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815775,log1/Ki value was calculated against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1125001,1,Scientific Literature,J Med Chem,1990,,,,,3.498,3.4979999959876777
CHEMBL358970,,,478.62,0.0,3.27,4,CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'=',141.25,nM,6.85,,,UO_0000065,14.31,0.28,3.58,5.89,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.85,6.85
CHEMBL356580,,,550.68,1.0,3.2,49,CC(C)OC(=O)[C@H]1CCCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)C1,Ki,'=',426.58,nM,6.37,,,UO_0000065,11.57,0.22,3.17,4.47,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.37,6.37
CHEMBL319615,,,840.04,2.0,5.07,4a,Cc1ccc(S(=O)(=O)N/C(N)=N\CCC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)OCc2ccccc2)C(O)c2nc3ccccc3s2)cc1,Ki,'>',150000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815751,Inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129256,1,Scientific Literature,J Med Chem,1996,,,,,150000.0,3.8239087409443187
CHEMBL48233,,,372.47,0.0,3.86,1a,N=C(N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',280.0,nM,6.55,,,UO_0000065,17.59,0.32,2.69,5.61,1,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,280.0,6.55
CHEMBL165781,,,494.62,0.0,3.23,4,N/C(=N\O)c1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)cc1,Ki,'=',316000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL817590,Inhibitory effect of compound was measured in bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129885,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,316.0,3.500312917381596
CHEMBL1161244,,,465.58,0.0,1.45,48,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCNCC2)c1,Ki,'=',219.79,nM,6.66,,,UO_0000065,14.3,0.28,5.21,5.19,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.658,6.66
CHEMBL101672,,,456.55,0.0,4.43,6,N=C(N)c1ccc(OCCCCCOc2ccc(-c3nc4cc(C(=N)N)ccc4[nH]3)cc2)cc1,Ki,'=',1440.0,nM,5.84,,,UO_0000065,12.8,0.23,1.41,3.98,0,CHEMBL817581,Inhibition constant against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1122336,1,Scientific Literature,J Med Chem,1983,,,,,1.44,5.84
CHEMBL71175,,,463.45,0.0,2.12,16a,CN(C)C(=O)c1cccc(Oc2nc3c(c(Oc4cc(C(=N)N)ccc4O)n2)NC(=O)CN3)c1,Ki,'=',320.0,nM,6.5,,,UO_0000065,14.01,0.26,4.37,3.69,0,CHEMBL817575,Compound was tested for inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130936,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,320.0,6.5
CHEMBL7213,,,548.71,1.0,2.81,10c,Cc1cc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(C)(=O)=O)C(c2ccccc2)c2ccccc2)ccc1CN,Ki,'=',110.0,nM,6.96,,,UO_0000065,12.68,0.24,4.15,5.72,0,CHEMBL817758,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135262,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,110.0,6.96
CHEMBL343892,,,522.63,1.0,2.43,9,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'=',35.97,nM,7.44,,,UO_0000065,14.24,0.27,5.01,5.22,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,7.444,7.44
CHEMBL358491,,,414.53,0.0,1.79,46,Cc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCC2)cc1,Ki,'=',2197.86,nM,5.66,,,UO_0000065,13.65,0.27,3.87,4.86,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.658,5.66
CHEMBL609702,,,180.17,0.0,0.9,10,N=C(N)Nc1ccc([N+](=O)[O-])cc1,Ki,'=',352370.87,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815775,log1/Ki value was calculated against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1125001,1,Scientific Literature,J Med Chem,1990,,,,,3.453,3.453000001284858
CHEMBL1159685,,,744.84,1.0,3.54,11h,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(=O)(=O)NC2CCCCC2)C(c2ccccc2)c2ccccc2)cc1.O=C(O)C(F)(F)F,Ki,'=',0.25,nM,9.6,,,UO_0000065,15.22,0.29,6.06,6.1,0,CHEMBL817758,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135262,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,0.25,9.6
CHEMBL142447,,,466.56,0.0,1.87,21,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCOCC2)c1,Ki,'=',209.89,nM,6.68,,,UO_0000065,14.31,0.28,4.81,5.32,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.678,6.68
CHEMBL170911,,,430.91,0.0,4.28,14,Cc1cc(OCc2cccc(C(=N)N)c2)cc(OS(=O)(=O)c2ccccc2Cl)c1,Ki,'=',1500.0,nM,5.82,,,UO_0000065,13.52,0.27,1.54,5.68,0,CHEMBL817568,Compound was evaluated for inhibition of Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133126,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,1.5,5.82
CHEMBL159418,,,545.59,1.0,1.47,9,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)C2)c1,Ki,'=',91.0,nM,7.04,,,UO_0000065,12.91,0.25,5.57,3.45,0,CHEMBL817587,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133078,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,91.0,7.04
CHEMBL380813,,,517.63,2.0,6.18,12c,COc1ccc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)cc1OC,Ki,'=',105.0,nM,6.98,,,UO_0000065,13.48,0.24,0.8,7.87,0,CHEMBL830293,Inhibition constant towards bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1144375,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,105.0,6.98
CHEMBL195032,,,458.57,1.0,5.56,12f,N=C(N)c1ccc2ccc(CN(CCc3ccccn3)C(=O)c3cccc4ccccc34)cc2c1,Ki,'=',299.0,nM,6.52,,,UO_0000065,14.23,0.25,0.96,7.85,0,CHEMBL830293,Inhibition constant towards bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1144375,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,299.0,6.52
CHEMBL196182,,,462.58,0.0,4.63,12h,N=C(N)c1ccc2ccc(CN(CCC[n+]3cc[nH]c3)C(=O)c3cccc4ccccc34)cc2c1,Ki,'=',752.0,nM,6.12,,,UO_0000065,13.24,0.24,1.49,6.82,0,CHEMBL830293,Inhibition constant towards bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1144375,1,Scientific Literature,Bioorg Med Chem Lett,2005,,,,,752.0,6.12
CHEMBL325022,,,372.47,0.0,3.86,19b,N=C(N)c1cccc(/C=C2/CCCC/C(=C\c3cccc(C(=N)N)c3)C2=O)c1,Ki,'=',200.0,nM,6.7,,,UO_0000065,17.99,0.33,2.84,5.73,1,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,200.0,6.7
CHEMBL70730,,,426.42,0.0,4.24,4f,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)N(C)C)c2)c1F,Ki,'=',2700.0,nM,5.57,,,UO_0000065,13.06,0.25,1.33,5.48,1,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,2700.0,5.57
CHEMBL291261,,,733.76,,,22,CCC(C)(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(c1ccccc1)c1ccccc1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,Ki,'=',0.56,nM,9.25,,,UO_0000065,12.61,,,,0,CHEMBL817620,Binding affinity against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1128727,1,Scientific Literature,J Med Chem,1995,,,,,0.56,9.25
CHEMBL1161253,,,508.6,1.0,2.48,40,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC[C@@H]2C(=O)O)c1,Ki,'=',630.96,nM,6.2,,,UO_0000065,12.19,0.24,3.72,4.04,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.2,6.2
CHEMBL356630,,,386.5,0.0,3.92,13b,C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',155.0,nM,6.81,,,UO_0000065,17.62,0.32,2.89,6.47,0,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,155.0,6.81
CHEMBL123942,,,483.7,0.0,3.99,14c,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(C1CCCCC1)C1CCCCC1,Ki,'=',3000.0,nM,5.52,,,UO_0000065,11.42,0.22,1.53,4.83,0,CHEMBL817580,In vitro inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130400,1,Scientific Literature,J Med Chem,1997,,,,,3000.0,5.52
CHEMBL347158,,,493.63,0.0,2.92,5,N=C(NN)c1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)cc1,Ki,'=',3730.0,nM,5.43,,,UO_0000065,11.0,0.21,2.51,4.23,0,CHEMBL817590,Inhibitory effect of compound was measured in bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129885,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,3.73,5.43
CHEMBL340184,,,572.69,1.0,0.92,19c,N=C(N)N1CCCC(CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C(=O)O)CC2)C1,Ki,'=',130000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,130.0,3.886056647693163
CHEMBL175599,,,319.39,0.0,0.86,22,N=C(N)NCCCC(NC=O)C(=O)c1nc2ccccc2s1,Ki,'=',1300.0,nM,5.89,,,UO_0000065,18.43,0.37,5.03,4.87,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,1300.0,5.89
CHEMBL270437,,,549.7,1.0,1.84,3,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1,Ki,'=',3.1,nM,8.51,,,UO_0000065,15.48,0.3,6.67,5.46,1,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,3.1,8.51
CHEMBL312275,,,399.35,0.0,4.24,4d,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)O)c2)c1F,Ki,'>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,5000.0,5.301029995663981
CHEMBL436235,,,477.55,0.0,2.66,4,C[C@H]1ON=C(c2cccc(C(=N)N)c2)[C@@H]1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,Ki,'=',110.0,nM,6.96,,,UO_0000065,14.57,0.28,4.3,4.33,0,CHEMBL817587,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133078,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,110.0,6.96
CHEMBL348255,,,619.85,1.0,3.33,82,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(S(C)(=O)=O)CC2)c(C(C)C)c1,Ki,'=',979.49,nM,6.01,,,UO_0000065,9.69,0.2,2.68,3.91,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.009,6.01
CHEMBL125181,,,386.54,0.0,1.44,"2, (L-371912)",CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1,Ki,'=',11000.0,nM,4.96,,,UO_0000065,12.83,0.24,3.52,5.67,0,CHEMBL817579,In vitro inhibition against bovine trypsin was determined,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129865,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,11000.0,4.96
CHEMBL168290,,,430.91,0.0,4.28,13,Cc1cc(OCc2ccc(C(=N)N)cc2)cc(OS(=O)(=O)c2ccccc2Cl)c1,Ki,'=',2700.0,nM,5.57,,,UO_0000065,12.92,0.26,1.29,5.43,0,CHEMBL817568,Compound was evaluated for inhibition of Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133126,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,2.7,5.57
CHEMBL97597,,,478.62,0.0,3.27,table 4,CC1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'=',140.0,nM,6.85,,,UO_0000065,14.32,0.28,3.58,5.89,0,CHEMBL819016,Inhibitory activity against bovine trypsin expressed as dissociation constant,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131451,1,Scientific Literature,J Med Chem,1998,,,,,0.14,6.85
CHEMBL419651,,,442.42,0.0,3.94,6i,Cc1c(F)c(Oc2cccc(C(=O)N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,Ki,'=',1100.0,nM,5.96,,,UO_0000065,13.47,0.25,2.02,4.89,1,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,1100.0,5.96
CHEMBL13823,,,169.62,0.0,1.65,8,N=C(N)Nc1cccc(Cl)c1,Ki,'=',1099005.84,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815775,log1/Ki value was calculated against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1125001,1,Scientific Literature,J Med Chem,1990,,,,,2.959,2.9589999997757492
CHEMBL290577,,,657.66,,,5,CCC(C)(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,Ki,'=',0.27,nM,9.57,,,UO_0000065,14.55,,,,0,CHEMBL817620,Binding affinity against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1128727,1,Scientific Literature,J Med Chem,1995,,,,,0.27,9.57
CHEMBL150277,,,358.45,0.0,3.47,3c,N=C(N)c1ccc(/C=C2/CCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',440.0,nM,6.36,,,UO_0000065,17.73,0.32,2.89,5.44,0,CHEMBL815005,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,440.0,6.36
CHEMBL102919,,,560.66,1.0,0.04,3h,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C1=NC(=O)C2C=CC=CC2=N1,Ki,'=',8.2,nM,8.09,,,UO_0000065,14.42,0.27,8.05,4.38,0,CHEMBL815751,Inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1129256,1,Scientific Literature,J Med Chem,1996,,,,,8.2,8.09
CHEMBL151661,,,431.5,0.0,2.76,11b,CCOC(=O)N1C/C(=C/c2ccc(C(=N)N)cc2)C(=O)/C(=C/c2ccc(C(=N)N)cc2)C1,Ki,'=',61.0,nM,7.21,,,UO_0000065,16.72,0.31,4.45,4.93,0,CHEMBL618434,In vitro inhibition of bovine trypsin(Trp).,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132552,1,Scientific Literature,J Med Chem,1999,,,,,61.0,7.21
CHEMBL123759,,,574.53,1.0,4.33,10,O=C(NCc1ccccc1)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NS(=O)(=O)Cc1ccccc1,Ki,'=',384000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL817580,In vitro inhibitory activity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130400,1,Scientific Literature,J Med Chem,1997,,,,,384000.0,3.415668775632469
CHEMBL423656,,,475.52,0.0,4.66,5a,CC(=N)N1CCC(Oc2ccc(NC/C=C/c3cc(C(=N)N)ccc3O)cc2C(F)(F)F)CC1,Ki,'=',200.0,nM,6.7,,,UO_0000065,14.09,0.27,2.04,5.66,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,200.0,6.7
CHEMBL539047,,,530.09,0.0,2.45,3b,Cl.N=C(N)N1CCCC(CNC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc3ccccc3c2)C1,Ki,'=',42000.0,nM,4.38,,,UO_0000065,8.87,0.17,1.93,3.41,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,42.0,4.38
CHEMBL84437,,,408.41,0.0,3.42,7e,CN(C)c1cccc(Oc2cc(C(=O)O)cc(Oc3cc(C(=N)N)ccc3O)n2)c1,Ki,'=',750.0,nM,6.12,,,UO_0000065,15.0,0.28,2.7,4.31,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,750.0,6.12
CHEMBL114124,,,456.52,0.0,3.38,29c,COc1ccc(C)cc1S(=O)(=O)Oc1cccc(OCCc2ccc(C(=N)N)c(O)c2)c1,Ki,'=',28183.83,nM,4.55,,,UO_0000065,9.97,0.19,1.17,3.45,0,CHEMBL818258,Inhibitory activity against bovine Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1134416,1,Scientific Literature,J Med Chem,2001,,,,,-4.55,4.55
CHEMBL81579,,,398.37,0.0,3.64,14,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(N)=O)c2)c1F,Ki,'>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL817592,Inhibitory potency was measured against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131090,1,Scientific Literature,J Med Chem,1998,,,,,5000.0,5.301029995663981
CHEMBL48604,,,391.39,0.0,2.93,7,N=C(N)c1cccc(Oc2cc(C(=O)O)cc(Oc3cccc(C(=N)N)c3)n2)c1,Ki,'=',570.0,nM,6.24,,,UO_0000065,15.95,0.29,3.31,3.71,0,CHEMBL817592,Inhibitory potency was measured against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131090,1,Scientific Literature,J Med Chem,1998,,,,,570.0,6.24
