Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,pKi
CHEMBL84419,,,412.44,0.0,4.91,5m,Cc1c(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)cccc1N(C)C,Ki,'=',5000.0,nM,5.3,,,UO_0000065,12.85,0.24,0.39,6.28,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,5000.0,5.3
CHEMBL25351,,,499.58,0.0,4.58,1,CC(=N)N1CCC(Oc2ccc3c(nc(C)n3Cc3ccc4ccc(C(=N)N)cc4c3)c2[N+](=O)[O-])CC1,Ki,'=',3.0,nM,8.52,,,UO_0000065,17.06,0.31,3.94,5.79,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,3.0,8.52
CHEMBL7967,,,477.55,0.0,2.81,5,CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1,Ki,'=',120.0,nM,6.92,,,UO_0000065,14.49,0.28,4.11,4.31,0,CHEMBL817587,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133078,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,120.0,6.92
CHEMBL340424,,,420.49,0.0,2.19,19,COc1ccccc1S(=O)(=O)Oc1cc(C)cc(OCCC/C=N/N=C(N)N)c1,Ki,'=',67000.0,nM,4.17,,,UO_0000065,9.93,0.2,1.98,3.01,0,CHEMBL817572,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132849,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,67.0,4.17
CHEMBL114715,INOGATRAN,2.0,438.57,1.0,0.37,1,N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,Ki,'=',675.0,nM,6.17,,,UO_0000065,14.07,0.27,5.8,3.84,0,CHEMBL815756,The inhibitory activity against trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1130715,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,675.0,6.17
CHEMBL101261,,,414.47,0.0,3.26,3,N=C(N)c1ccc(OCCOc2ccc(-c3nc4cc(C(=N)N)ccc4[nH]3)cc2)cc1,Ki,'=',5980.0,nM,5.22,,,UO_0000065,12.6,0.23,1.96,3.56,0,CHEMBL817581,Inhibition constant against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1122336,1,Scientific Literature,J Med Chem,1983,,,,,5.98,5.22
CHEMBL316820,,,483.59,0.0,1.75,18,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCC1CCc2nn(C)cc2C1,Ki,'=',557000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815006,Inhibitory activity against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1136225,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,557.0,3.254144804826271
CHEMBL368900,,,546.68,1.0,1.12,54,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2n1C,Ki,'=',290.0,nM,6.54,,,UO_0000065,11.96,0.22,5.42,4.07,0,CHEMBL828215,Binding affinity against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1142732,1,Scientific Literature,J Med Chem,2005,,,,,290.0,6.54
CHEMBL356295,,,430.53,0.0,1.03,80,Cc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCOCC2)cc1,Ki,'=',709.58,nM,6.15,,,UO_0000065,14.28,0.28,5.12,4.9,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.149,6.15
CHEMBL26709,,,592.57,1.0,3.53,6f,N=C(N)c1ccc(O)c(/C=C/CN(C(=O)CCC(=O)O)c2ccc(OC3CCN(CC(=O)O)CC3)c(C(F)(F)F)c2)c1,Ki,'=',870.0,nM,6.06,,,UO_0000065,10.23,0.2,2.53,3.41,0,CHEMBL873992,Competitive inhibition of trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135303,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,870.0,6.06
CHEMBL420963,,,442.42,0.0,3.94,5h,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cc(O)cc(C(=O)N(C)C)c2)c1F,Ki,'=',1900.0,nM,5.72,,,UO_0000065,12.93,0.24,1.78,4.7,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,1900.0,5.72
CHEMBL82925,,,414.41,0.0,4.31,6o,Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,Ki,'=',1000.0,nM,6.0,,,UO_0000065,14.48,0.27,1.69,5.73,0,CHEMBL818251,Inhibitory constant against bovine trypsin for general specificity against serine proteases,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135740,1,Scientific Literature,J Med Chem,2002,,,,,1000.0,6.0
CHEMBL557221,,,521.48,0.0,1.79,8m,C[S+](Cc1ccc2cc1C(=O)NCC(=O)NC(CCCCN)C(=O)N2)c1ccccc1.[Br-],Ki,'=',87000.0,nM,4.06,,,UO_0000065,9.2,0.18,2.27,3.58,0,CHEMBL816811,Apparent binding constant against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1126701,1,Scientific Literature,J Med Chem,1993,,,,,8.7e-05,4.06
CHEMBL142747,,,504.66,1.0,3.8,43,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CC[C@@H]3CCCC[C@H]32)c1,Ki,'=',1199.5,nM,5.92,,,UO_0000065,11.73,0.22,2.12,5.09,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.921,5.92
CHEMBL429002,,,536.65,1.0,2.96,47,COC(=O)[C@H]1CCC[C@H](C)N1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',2098.94,nM,5.68,,,UO_0000065,10.58,0.2,2.72,3.98,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.678,5.68
CHEMBL366556,,,553.71,2.0,5.05,13c,COC(=O)CCCN(c1ccc2nc(C)n(Cc3ccc4ccc(C(=N)N)cc4c3)c2c1)C1CCN(C(C)=N)CC1,Ki,'=',260.0,nM,6.58,,,UO_0000065,11.89,0.22,1.54,5.3,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,260.0,6.58
CHEMBL128443,,,427.49,0.0,2.34,15,Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2cccc3cccnc23)c1,Ki,'=',23000.0,nM,4.64,,,UO_0000065,10.85,0.21,2.3,3.26,0,CHEMBL817572,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132849,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,23.0,4.64
CHEMBL312011,,,503.64,1.0,2.86,5,CCCc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(C(=N)NN)c(F)c2)C(=O)N(C)C2CCCC2)cc1,Ki,'=',22000.0,nM,4.66,,,UO_0000065,9.25,0.18,1.8,3.63,0,CHEMBL817589,Inhibitory constant against bovine trypsin was determined in vitro.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132097,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,22.0,4.66
CHEMBL331690,,,624.65,2.0,4.03,30,CCOC(=O)CN1CCC(Oc2c(F)c(Oc3cccc(C4=NCCN4C)c3)nc(Oc3cc(C(=N)N)ccc3O)c2F)CC1,Ki,'=',300.0,nM,6.52,,,UO_0000065,10.44,0.2,2.49,4.19,0,CHEMBL817592,Inhibitory potency was measured against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131090,1,Scientific Literature,J Med Chem,1998,,,,,300.0,6.52
CHEMBL344283,,,523.62,1.0,0.68,22,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCN(C(=O)CO)CC2)c1,Ki,'=',1096.48,nM,5.96,,,UO_0000065,11.38,0.22,5.28,3.8,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.96,5.96
CHEMBL1161263,,,554.63,1.0,3.53,71,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CC(C(=O)O)=Cc3ccccc32)c1,Ki,'=',30974.19,nM,4.51,,,UO_0000065,8.13,0.15,0.98,2.93,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,4.509,4.51
CHEMBL145795,,,570.67,1.0,3.14,36,COC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',1199.5,nM,5.92,,,UO_0000065,10.38,0.2,2.78,4.15,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.921,5.92
CHEMBL543893,,,597.14,1.0,0.62,18i,CCOC(=O)CN(C)C(=O)[C@H](CC(=O)NC[C@@H]1CCCN(C(=N)N)C1)NS(=O)(=O)c1ccc2ccccc2c1.Cl,Ki,'=',23000.0,nM,4.64,,,UO_0000065,8.27,0.16,4.02,2.65,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,23.0,4.64
CHEMBL142924,,,411.48,0.0,2.19,41,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,Ki,'=',2511.89,nM,5.6,,,UO_0000065,13.61,0.26,3.41,4.58,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,5.6,5.6
CHEMBL143067,,,500.67,1.0,3.05,26,COc1cc(C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(C)CC2)c(C)c1C,Ki,'=',779.83,nM,6.11,,,UO_0000065,12.2,0.24,3.06,4.86,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.108,6.11
CHEMBL343254,,,597.83,1.0,4.22,39,CNC(=O)[C@H]1CCCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)C1,Ki,'=',794.33,nM,6.1,,,UO_0000065,10.2,0.2,1.88,4.19,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.1,6.1
CHEMBL145223,,,673.92,2.0,5.79,57,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC[C@H](C(=O)NCc3ccccc3)C2)c(C(C)C)c1,Ki,'=',460.26,nM,6.34,,,UO_0000065,9.4,0.18,0.55,4.36,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.337,6.34
CHEMBL110419,,,458.56,0.0,3.25,5,COC(=O)C(Cc1cccc(C(=N)N)c1)C(C)NC(=O)c1ccc(-c2cccc(CN)c2)cc1,Ki,'=',69.0,nM,7.16,,,UO_0000065,15.62,0.29,3.91,5.45,0,CHEMBL873993,Binding affinity of compound toward bovine trypsin was evaluated,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1145974,1,Scientific Literature,J Med Chem,2003,,,,,69.0,7.16
CHEMBL355097,,,525.66,1.0,4.27,14a,COC(=O)CN(c1ccc2c(c1)nc(C)n2Cc1ccc2ccc(C(=N)N)cc2c1)C1CCN(C(C)=N)CC1,Ki,'=',7.6,nM,8.12,,,UO_0000065,15.45,0.28,3.85,6.53,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,7.6,8.12
CHEMBL341126,,,390.47,0.0,2.1,8,Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2cccc(C)c2)c1,Ki,'=',17000.0,nM,4.77,,,UO_0000065,12.21,0.24,2.67,3.69,0,CHEMBL817572,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132849,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,17.0,4.77
CHEMBL330802,,,347.38,0.0,3.23,8,N=C(N)c1ccc(Oc2cccc(Oc3cccc(C(=N)N)c3)n2)cc1,Ki,'=',1900.0,nM,5.72,,,UO_0000065,16.47,0.3,2.49,4.36,0,CHEMBL817592,Inhibitory potency was measured against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131090,1,Scientific Literature,J Med Chem,1998,,,,,1900.0,5.72
CHEMBL1160769,,,149.2,0.0,1.3,3,Cc1ccccc1NC(=N)N,Ki,'=',3550000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815752,Inhibition against Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1125001,1,Scientific Literature,J Med Chem,1990,,,,,3.55,2.449771646944906
CHEMBL4531752,,,1511.84,,,Cyclic SFTI-1,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)C[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)C[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N2,Ki,'<',0.1,nM,,,,UO_0000065,,,,,0,CHEMBL4307510,Inhibition of bovine beta-trypsin using L-BAPNA as substrate preincubated for 5 mins followed by substrate addition and measured for 60 mins by colorimetric method,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL4304798,1,Scientific Literature,ACS Med Chem Lett,2019,,,,,0.1,10.0
CHEMBL153412,,,522.63,1.0,2.43,table 4,COC(=O)C1CCCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)C1,Ki,'=',390.0,nM,6.41,,,UO_0000065,12.26,0.24,3.98,4.49,0,CHEMBL819016,Inhibitory activity against bovine trypsin expressed as dissociation constant,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131451,1,Scientific Literature,J Med Chem,1998,,,,,0.39,6.41
CHEMBL20912,,,345.45,0.0,0.58,5,N=C(N)c1cccc(C(=O)NCC(=O)NCC2CCC(CN)CC2)c1,Ki,'=',14000.0,nM,4.85,,,UO_0000065,14.05,0.27,4.27,3.62,0,CHEMBL844336,Inhibitory concentration against bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1135884,1,Scientific Literature,J Med Chem,2002,,,,,14.0,4.85
CHEMBL177142,,,482.63,1.0,5.49,7d,CC(=N)N1CCC(Oc2ccc3nc(C(C)C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,Ki,'=',5.7,nM,8.24,,,UO_0000065,17.08,0.31,2.75,7.93,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,5.7,8.24
CHEMBL347493,,,522.63,1.0,2.43,table 4,COC(=O)C1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'=',36.0,nM,7.44,,,UO_0000065,14.24,0.27,5.01,5.22,0,CHEMBL819016,Inhibitory activity against bovine trypsin expressed as dissociation constant,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1131451,1,Scientific Literature,J Med Chem,1998,,,,,0.036,7.44
CHEMBL444548,,,553.75,1.0,4.54,12,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC#Cc1c[nH]cn1)C(C1CCCCC1)C1CCCCC1,Ki,'=',30.0,nM,7.52,,,UO_0000065,13.59,0.26,2.98,6.46,0,CHEMBL878650,Inhibitory activity against Bovine Trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133054,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,30.0,7.52
CHEMBL559194,,,569.13,1.0,2.93,3f,Cl.N=C(N)N1CCC[C@@H](CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NS(=O)(=O)c2ccc3ccccc3c2)C1,Ki,'=',17000.0,nM,4.77,,,UO_0000065,8.95,0.17,1.84,3.31,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,17.0,4.77
CHEMBL553963,,,665.26,1.0,2.32,18e,CCOC(=O)CN(C(=O)[C@H](CC(=O)NC[C@@H]1CCCN(C(=N)N)C1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCCC1.Cl,Ki,'=',27000.0,nM,4.57,,,UO_0000065,7.27,0.14,2.25,2.61,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,27.0,4.57
CHEMBL24907,,,468.61,0.0,4.92,8c,CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc2ccc(C(=N)N)cc2c1,Ki,'=',17.0,nM,7.77,,,UO_0000065,16.58,0.3,2.85,7.47,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,17.0,7.77
CHEMBL177136,,,539.68,1.0,4.82,14f,CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3c(c2)nc(C)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,Ki,'=',120.0,nM,6.92,,,UO_0000065,12.82,0.24,2.1,5.11,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,120.0,6.92
CHEMBL172532,,,525.66,1.0,4.27,13a,COC(=O)CN(c1ccc2nc(C)n(Cc3ccc4ccc(C(=N)N)cc4c3)c2c1)C1CCN(C(C)=N)CC1,Ki,'=',11.0,nM,7.96,,,UO_0000065,15.14,0.28,3.69,6.4,0,CHEMBL815753,In vitro inhibitory activity against bovine cationic trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1133358,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,11.0,7.96
CHEMBL143910,,,486.68,0.0,3.98,87,CNC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,Ki,'=',26001.6,nM,4.58,,,UO_0000065,9.42,0.18,0.6,3.66,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,4.585,4.58
CHEMBL325166,NAPSAGATRAN ANHYDROUS,2.0,558.66,1.0,0.67,19f,N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1,Ki,'=',1900.0,nM,5.72,,,UO_0000065,10.24,0.2,5.05,3.08,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,1.9,5.72
CHEMBL543183,,,637.2,1.0,1.4,18c,CCOC(=O)C1CCN(C(=O)[C@H](CC(=O)NCC2CCCN(C(=N)N)C2)NS(=O)(=O)c2ccc3ccccc3c2)CC1.Cl,Ki,'=',5400.0,nM,5.27,,,UO_0000065,8.77,0.17,3.87,3.01,0,CHEMBL878759,In vitro binding affinity by measuring the inhibition of bovine trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1127404,1,Scientific Literature,J Med Chem,1994,,,,,5.4,5.27
CHEMBL296532,,,390.4,0.0,2.33,6x,N=C(N)c1cccc(Oc2cc(C(N)=O)cc(Oc3cccc(C(=N)N)c3)n2)c1,Ki,'=',780.0,nM,6.11,,,UO_0000065,15.65,0.29,3.78,3.51,0,CHEMBL817573,Compound was tested for inhibition activity against bovine trypsin.,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132209,1,Scientific Literature,J Med Chem,1999,,,,,780.0,6.11
CHEMBL142417,,,442.59,0.0,2.43,15,Cc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC(C)CC2)cc1,Ki,'=',520.0,nM,6.28,,,UO_0000065,14.2,0.28,3.85,5.4,0,CHEMBL821446,Binding affinity towards trypsin,B,BAO_0000357,single protein format,Bos taurus,,,,,,,,CHEMBL3769,Serine protease 1,Bos taurus,SINGLE PROTEIN,CHEMBL1132189,1,Scientific Literature,J Med Chem,1999,,,,,6.284,6.28
