Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,pKi,source
CHEMBL351846,,,459.53,0.0,2.93,28,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccccc2)c1,Ki,'=',1260.0,nM,5.9,,,UO_0000065,12.84,0.24,2.97,5.75,0,CHEMBL818185,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134227,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,1.26,5.9,human
CHEMBL355730,,,416.49,0.0,2.4,5b,Cc1cnc(NCCc2ccccn2)c(=O)n1CC(=O)NCc1ccc2[nH]ccc2c1,Ki,'=',290000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL817814,Inhibition of Trypsin,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136608,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,290000.0,3.537602002101044,human
CHEMBL3084837,,,564.73,1.0,1.04,2h,CCSC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H](N)CC1,Ki,'=',150.0,nM,6.82,,,UO_0000065,12.08,0.25,5.78,4.64,0,CHEMBL817804,In vitro activity against human alpha trypsin was determined,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133798,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,150.0,6.82,human
CHEMBL25527,,,494.64,1.0,5.44,15d,CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1cccc(-c2cccc(C(=N)N)c2)c1,Ki,'=',67.0,nM,7.17,,,UO_0000065,14.5,0.26,1.73,6.9,0,CHEMBL817144,Tested in vitro for the selectivity against trypsin (Trp),B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135304,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,67.0,7.17,human
CHEMBL423266,,,464.4,0.0,2.5,28,N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCC[C@H]1C(=O)NCC1CCc2n[nH]cc2C1,Ki,'>',68300.0,nM,,,,UO_0000065,,,,,0,CHEMBL817808,In vitro inhibitory activity against Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136607,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,68.3,4.165579296318468,human
CHEMBL7676,,,553.0,1.0,2.43,7 (+/-),Nc1cc(C2=NOC(Cn3cncn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,Ki,'>',4200.0,nM,,,,UO_0000065,,,,,0,CHEMBL878974,Inhibitory activity against trypsin using human purified enzyme,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145764,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,4200.0,5.376750709602099,human
CHEMBL2373348,,,570.55,,,25,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(-c5cccc(N)c5)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,Ki,'=',4.2,nM,8.38,,,UO_0000065,14.68,,,,0,CHEMBL811614,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130774,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,4.2,8.38,human
CHEMBL350632,,,469.55,0.0,2.43,26,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(C(=O)c3ccccc3)CC2)c2ccccc2)c1,Ki,'=',460.0,nM,6.34,,,UO_0000065,13.5,0.25,3.91,5.3,0,CHEMBL818185,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134227,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,0.46,6.34,human
CHEMBL342109,,,464.86,0.0,2.22,31,COc1ccnc(CNC(=O)Cn2c(Cl)cnc(NCC(F)(F)c3ccccn3)c2=O)c1,Ki,'=',665000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815470,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145961,1,Scientific Literature,J Med Chem,2003,,,,,665.0,3.1771783546968955,human
CHEMBL431281,,,478.99,0.0,1.9,1p,N=C(N)c1ccc(N)c(CN2CC[C@H](NS(=O)(=O)c3cc4nc(Cl)ccc4s3)C2=O)c1,Ki,'=',1800.0,nM,5.75,,,UO_0000065,11.99,0.25,3.84,3.7,0,CHEMBL817137,Binding affinity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131988,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,1800.0,5.75,human
CHEMBL38491,,,495.61,0.0,3.69,6i,CC1CCN(C(=O)N(Cc2cccc(C(=N)NO)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Ki,'>',68000.0,nM,,,,UO_0000065,,,,,0,CHEMBL815009,In vitro inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137966,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,68.0,4.167491087293763,human
CHEMBL3217116,,,385.3,0.0,2.1,9,Cl.Cl.N=C(N)c1cccc(OCCCOc2cccc(C(=N)N)c2)c1,Ki,'=',1100.0,nM,5.96,,,UO_0000065,19.08,0.35,3.86,5.04,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,1.1,5.96,human
CHEMBL3642879,,,431.4,0.0,1.01,BDBM109606,CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@H](CC(=O)O)C(=O)O,Ki,'=',0.75,nM,9.12,,230101,UO_0000065,21.15,0.4,8.11,4.73,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,0.75,9.12,human
CHEMBL3642885,,,344.37,0.0,2.83,BDBM109612,CCCC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)O,Ki,'=',1.65,nM,8.78,,230107,UO_0000065,25.5,0.48,5.95,6.94,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,1.65,8.78,human
CHEMBL3642945,,,493.51,0.0,2.39,BDBM109672,CCC[C@@H](Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N[C@@H](CC(=O)O)C(=O)O,Ki,'=',1.3,nM,8.89,,230166,UO_0000065,18.01,0.36,6.5,4.94,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,1.3,8.89,human
CHEMBL3642948,,,451.43,0.0,1.37,BDBM109675,N=C(N)c1ccc(OC(=O)c2ccc(CCC(=O)N[C@@H](CC(=O)O)C(=O)O)s2)c(F)c1,Ki,'=',0.48,nM,9.32,,230169,UO_0000065,20.64,0.41,7.95,5.18,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,0.48,9.32,human
CHEMBL3642967,,,350.37,0.0,2.65,BDBM109694,CC(Cc1cc(C(=O)Oc2ccc(C(=N)N)cc2F)cs1)C(=O)O,Ki,'=',1.6,nM,8.8,,230188,UO_0000065,25.1,0.5,6.15,7.75,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,1.6,8.8,human
CHEMBL3642971,,,447.47,0.0,1.47,BDBM109698,CC(Cc1csc(C(=O)Oc2ccc(C(=N)N)cc2)c1)C(=O)N[C@@H](CC(=O)O)C(=O)O,Ki,'=',5.0,nM,8.3,,230192,UO_0000065,18.55,0.37,6.83,4.62,0,CHEMBL3705715,Inhibition Assay: Inhibition assay using human trysin.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638962,37,BindingDB Patent Bioactivity Data,,2013,,,,,5.0,8.3,human
CHEMBL1204152,,,390.92,1.0,1.72,39,Cl.N=C(N)c1ccc(NCCCCNc2ccc(C(=N)N)cc2N)c(N)c1,Ki,'=',11100.0,nM,4.96,,,UO_0000065,13.98,0.26,3.23,2.82,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,11.1,4.96,human
CHEMBL422387,,,415.5,0.0,3.0,5a,Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]ccc2c1,Ki,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL817814,Inhibition of Trypsin,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136608,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,100000.0,4.0,human
CHEMBL8356,,,572.05,1.0,2.45,9 (+/-),CCNC(=O)NCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2ccc(Cl)c(N)c2)=NO1,Ki,'>',4200.0,nM,,,,UO_0000065,,,,,0,CHEMBL878974,Inhibitory activity against trypsin using human purified enzyme,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145764,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,4200.0,5.376750709602099,human
CHEMBL96917,,,236.28,0.0,2.51,6a,N=C(N)c1ccc2[nH]c(-c3ccccc3)nc2c1,Ki,'=',55000.0,nM,4.26,,,UO_0000065,18.03,0.32,1.75,5.42,0,CHEMBL817959,Compound was tested against Human Serine Protease Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134564,1,Scientific Literature,J Med Chem,2001,,,,,55.0,4.26,human
CHEMBL327789,,,297.27,0.0,2.13,6h,N=C(N)c1ccc2[nH]c(-c3cccc([N+](=O)[O-])c3O)nc2c1,Ki,'=',8500.0,nM,5.07,,,UO_0000065,17.06,0.31,2.94,3.57,0,CHEMBL816557,Inhibition of Human Serine Protease Trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134564,1,Scientific Literature,J Med Chem,2001,,,,,8.5,5.07,human
CHEMBL606956,,,619.58,,,14,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCn1ncnc1N)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,Ki,'>',1200.0,nM,,,,UO_0000065,,,,,0,CHEMBL812715,Tested for selectivity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129866,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,1200.0,5.920818753952375,human
CHEMBL159375,,,442.52,0.0,2.19,29,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccncc3)CC2)c2ccccc2)c1,Ki,'=',560.0,nM,6.25,,,UO_0000065,14.13,0.26,4.06,5.42,0,CHEMBL818185,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134227,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,0.56,6.25,human
CHEMBL123033,,,436.41,0.0,2.01,11,Nc1noc2ccc(-n3nnnc3C(=O)Nc3ccc(C(=O)N4CCCC4)cc3F)cc12,Ki,'>',1600.0,nM,,,,UO_0000065,,,,,0,CHEMBL817820,Inhibitory constant against trypsin using human purified enzymes,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136511,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,1600.0,5.795880017344075,human
CHEMBL108202,,,491.03,0.0,2.51,14c,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CC1)C1CCCCC1,Ki,'=',18000.0,nM,4.75,,,UO_0000065,9.66,0.19,2.23,4.17,0,CHEMBL819276,Binding affinity was evaluated on serine protease trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131061,1,Scientific Literature,J Med Chem,1998,,,,,18.0,4.75,human
CHEMBL327405,,,623.57,1.0,1.22,58,COCC1(C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',390.0,nM,6.41,,,UO_0000065,12.58,0.24,5.19,3.27,0,CHEMBL824706,Binding affinity towards trypsin obtained from human purified enzymes,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132652,1,Scientific Literature,J Med Chem,1999,,,,,390.0,6.41,human
CHEMBL607013,,,629.61,,,4,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNc1ccccn1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,Ki,'>',1200.0,nM,,,,UO_0000065,,,,,0,CHEMBL812715,Tested for selectivity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129866,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,1200.0,5.920818753952375,human
CHEMBL159418,,,545.59,1.0,1.47,72,N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)C2)c1,Ki,'=',45.0,nM,7.35,,,UO_0000065,13.47,0.26,5.88,3.6,0,CHEMBL824706,Binding affinity towards trypsin obtained from human purified enzymes,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132652,1,Scientific Literature,J Med Chem,1999,,,,,45.0,7.35,human
CHEMBL91796,,,570.52,0.0,3.7,16,COC(=O)CC1(C(=O)Nc2ccc(-c3ccccc3)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',470.0,nM,6.33,,,UO_0000065,13.86,0.25,2.63,4.99,0,CHEMBL824708,The binding affinity was measured towards human purified trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132311,1,Scientific Literature,J Med Chem,1999,,,,,470.0,6.33,human
CHEMBL2373397,,,571.55,,,19,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CS(C)(=O)=O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2,Ki,'=',2.1,nM,8.68,,,UO_0000065,15.18,,,,0,CHEMBL811614,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130774,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,2.1,8.68,human
CHEMBL3084827,,,533.65,1.0,-0.49,2d,CNC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H](N)CC1,Ki,'=',2400.0,nM,5.62,,,UO_0000065,10.53,0.21,6.11,3.53,0,CHEMBL817804,In vitro activity against human alpha trypsin was determined,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133798,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,2400.0,5.62,human
CHEMBL290025,,,542.73,1.0,3.41,33,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](Cc2nc3ccccc3s2)C(=O)N2CCC(CCO)CC2)C1,Ki,'=',126000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL817139,Compound was evaluated for its inhibitory activity against Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133232,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,126.0,3.899629454882437,human
CHEMBL317917,,,456.62,0.0,4.91,53,CCCOc1c(-c2csc(-c3cc(C(=N)N)sc3SC)n2)cnn1-c1ccccn1,Ki,'=',180.0,nM,6.75,,,UO_0000065,14.77,0.31,1.83,6.57,0,CHEMBL815007,In vitro binding affinity towards trypsin was determined,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149210,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,0.18,6.75,human
CHEMBL351329,,,395.51,0.0,3.34,23,COC(=O)CC(CCCCc1ccc(NC(=N)N)cc1)c1cccc(C(=N)N)c1,Ki,'=',760.0,nM,6.12,,,UO_0000065,15.47,0.29,2.78,4.43,0,CHEMBL811612,In vitro inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131205,1,Scientific Literature,J Med Chem,1998,,,,,760.0,6.12,human
CHEMBL95097,,,345.2,0.0,3.29,6r,Cc1cc(Br)c(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,Ki,'=',3300.0,nM,5.48,,,UO_0000065,15.88,0.36,2.19,5.55,0,CHEMBL816557,Inhibition of Human Serine Protease Trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134564,1,Scientific Literature,J Med Chem,2001,,,,,3.3,5.48,human
CHEMBL269065,,,641.13,1.0,3.11,16 (+/-),Nc1cc(C2=NOC(CNS(=O)(=O)c3ccccc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,Ki,'>',8000.0,nM,,,,UO_0000065,,,,,0,CHEMBL878974,Inhibitory activity against trypsin using human purified enzyme,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145764,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,8000.0,5.096910013008056,human
CHEMBL268329,,,655.16,1.0,3.25,19 (+/-),Nc1cc(C2=NOC(CNS(=O)(=O)Cc3ccccc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,Ki,'>',4200.0,nM,,,,UO_0000065,,,,,0,CHEMBL878974,Inhibitory activity against trypsin using human purified enzyme,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145764,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,4200.0,5.376750709602099,human
CHEMBL141259,,,369.43,0.0,3.63,31,N=C(N)c1ccc2c(c1)ncn2CC(=O)Nc1ccc(-c2ccccc2)cc1,Ki,'>',2500.0,nM,,,,UO_0000065,,,,,0,CHEMBL818182,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133520,1,Scientific Literature,J Med Chem,2000,,,,,2500.0,5.6020599913279625,human
CHEMBL93854,,,468.54,0.0,1.92,1z,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cc(C(=N)N)ccc4O)C3=O)cc2c1,Ki,'=',305.0,nM,6.52,,,UO_0000065,13.91,0.27,4.6,4.47,0,CHEMBL817137,Binding affinity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131988,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,305.0,6.52,human
CHEMBL3216029,,,399.32,0.0,2.49,6 (Butamidine),Cl.Cl.N=C(N)c1ccc(OCCCCOc2ccc(C(=N)N)cc2)cc1,Ki,'=',1500.0,nM,5.82,,,UO_0000065,17.84,0.33,3.33,4.93,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,1.5,5.82,human
CHEMBL3215570,,,415.33,1.0,1.27,24,Cl.Cl.N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2N)c(N)c1,Ki,'=',5800.0,nM,5.24,,,UO_0000065,15.29,0.29,3.97,3.08,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,5.8,5.24,human
CHEMBL73737,,,377.84,0.0,4.12,1,N=C(N)c1ccc2[nH]c(-c3cc(Cl)cc(-c4cccc(N)c4)c3O)nc2c1,Ki,'=',4.7,nM,8.33,,,UO_0000065,22.04,0.42,4.21,6.67,0,CHEMBL818188,Binding affinity towards Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133926,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,,4.7,8.33,human
CHEMBL436684,,,658.62,1.0,2.08,54,N=C(N)c1cccc(C2=NOC(Cn3cncn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)C2)c1.O=C(O)C(F)(F)F,Ki,'=',47.0,nM,7.33,,,UO_0000065,13.46,0.26,5.25,3.83,0,CHEMBL824706,Binding affinity towards trypsin obtained from human purified enzymes,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132652,1,Scientific Literature,J Med Chem,1999,,,,,47.0,7.33,human
CHEMBL328893,,,479.97,0.0,2.02,1u,N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4c(Cl)nccc4s3)C2=O)c1,Ki,'>',2900.0,nM,,,,UO_0000065,,,,,0,CHEMBL817137,Binding affinity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131988,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,2900.0,5.5376020021010435,human
CHEMBL138478,,,461.55,0.0,2.97,70,CN(C(=O)Cc1c[nH]c2ccc(C(=N)N)cc12)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,Ki,'=',600.0,nM,6.22,,,UO_0000065,13.48,0.26,3.25,4.26,0,CHEMBL818182,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133520,1,Scientific Literature,J Med Chem,2000,,,,,600.0,6.22,human
CHEMBL67692,,,415.45,0.0,2.28,9j,N=C(N)c1ccc(O)c(/C=C/CNC(=O)c2ccc(-c3ccnc(C(N)=O)c3)cc2)c1,Ki,'=',2200.0,nM,5.66,,,UO_0000065,13.62,0.25,3.38,3.65,0,CHEMBL817143,In vitro inhibition of trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133371,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,2200.0,5.66,human
CHEMBL71058,,,450.52,0.0,2.43,9k,N=C(N)c1ccc(O)c(/C=C/CNC(=O)c2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)c1,Ki,'=',1600.0,nM,5.8,,,UO_0000065,12.86,0.25,3.37,3.64,0,CHEMBL817143,In vitro inhibition of trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133371,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,1600.0,5.8,human
CHEMBL343827,,,369.43,0.0,3.63,30,N=C(N)c1ccc2ncn(CC(=O)Nc3ccc(-c4ccccc4)cc3)c2c1,Ki,'=',480.0,nM,6.32,,,UO_0000065,17.1,0.31,2.69,6.53,0,CHEMBL818182,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133520,1,Scientific Literature,J Med Chem,2000,,,,,480.0,6.32,human
