Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,pKi
CHEMBL143060,,,377.45,0.0,1.92,11,Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccccn1,Ki,'>',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL815470,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145961,1,Scientific Literature,J Med Chem,2003,,,,,1000.0,3.0
CHEMBL418427,,,360.27,,,2,CC1(C)OB([C@H](CCCN=C(N)N)NC(=O)c2ccccc2)OC1(C)C,Ki,'=',70.0,nM,7.16,,,UO_0000065,19.86,,,,0,CHEMBL811780,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151536,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,70.0,7.16
CHEMBL290376,,,460.34,,,DuP-714,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)B(O)O,Ki,'=',0.045,nM,10.35,,,UO_0000065,22.48,,,,1,CHEMBL811780,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151536,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,0.045,10.35
CHEMBL431675,,,548.61,0.0,3.23,19 (diastereomer 2),NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c2ccccc2)c2ccncc2)CC1.O=C(O)C(F)(F)F,Ki,'=',2200.0,nM,5.66,,,UO_0000065,13.02,0.24,2.43,6.41,0,CHEMBL817812,In vitro inhibition of human trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130225,1,Scientific Literature,J Med Chem,1997,,,,,2200.0,5.66
CHEMBL96494,,,270.27,0.0,2.36,6i,N=C(N)c1ccc2[nH]c(-c3cccc(F)c3O)nc2c1,Ki,'=',3500.0,nM,5.46,,,UO_0000065,20.19,0.37,3.1,5.52,0,CHEMBL816557,Inhibition of Human Serine Protease Trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134564,1,Scientific Literature,J Med Chem,2001,,,,,3.5,5.46
CHEMBL3215566,,,413.35,0.0,2.88,11,Cl.Cl.N=C(N)c1cccc(OCCCCCOc2cccc(C(=N)N)c2)c1,Ki,'=',3800.0,nM,5.42,,,UO_0000065,15.92,0.3,2.54,4.59,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,3.8,5.42
CHEMBL3216662,,,489.32,0.0,2.31,20,Cl.Cl.N=C(N)c1ccc(OCCCCOc2ccc(C(=N)N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,Ki,'=',5400.0,nM,5.27,,,UO_0000065,12.65,0.24,2.96,2.58,0,CHEMBL815012,Inhibition of trypsin by amidase assay.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124749,1,Scientific Literature,J Med Chem,1990,,,,,5.4,5.27
CHEMBL1160812,,,698.64,0.0,2.43,13,N=C(N)c1cccc(N2CCCCN(C3CCN(S(=O)(=O)c4ccc(N)cc4)CC3)C2=O)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',190.0,nM,6.72,,,UO_0000065,14.28,0.28,4.29,4.91,0,CHEMBL818020,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133385,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,190.0,6.72
CHEMBL341266,,,953.29,3.0,-0.59,2b,CCCCCCCCCCN[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)CN[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)OC)C(C)C)C(C)C,Ki,'=',1900.0,nM,5.72,,,UO_0000065,6.0,0.12,6.31,1.56,0,CHEMBL815015,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128743,1,Scientific Literature,J Med Chem,1995,,,,,1.9,5.72
CHEMBL38626,,,479.61,0.0,3.82,7k,N=C(N)c1cccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)c1,Ki,'=',140.0,nM,6.85,,,UO_0000065,14.29,0.28,3.03,5.73,0,CHEMBL815009,In vitro inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137966,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,0.14,6.85
CHEMBL39375,,,540.76,1.0,4.83,32,CCC1CCN(C(=O)C(Cc2nc3ccccc3s2)NS(=O)(=O)c2cccc3c2NCC(C)(C)C3)CC1,Ki,'=',260000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL817139,Compound was evaluated for its inhibitory activity against Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133232,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,260.0,3.585026652029182
CHEMBL81844,,,458.6,0.0,3.13,3,N=C(N)c1ccc(OCC[C@H]2CCCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,Ki,'=',7300.0,nM,5.14,,,UO_0000065,11.2,0.21,2.01,3.99,0,CHEMBL817823,In vitro inhibition of human trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135990,1,Scientific Literature,J Med Chem,2002,,,,,7300.0,5.14
CHEMBL309830,,,718.86,2.0,2.74,45,N=C(N)Nc1ccc(CC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)Cc5ccc(NC(=N)N)cc5)CC4)CCC3)CC2)cc1,Ki,'=',82000.0,nM,4.09,,,UO_0000065,5.68,0.11,1.35,1.83,0,CHEMBL824723,Compound was evaluated for its inhibitory potency against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132784,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,82.0,4.09
CHEMBL309403,,,465.64,0.0,2.29,9,N=C(N)N1CCC(OCC[C@@H]2CCCCN2C(=O)[C@H](CC(=O)O)NC2CCCCCC2)CC1,Ki,'=',700.0,nM,6.16,,,UO_0000065,13.22,0.25,3.86,4.66,0,CHEMBL817823,In vitro inhibition of human trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135990,1,Scientific Literature,J Med Chem,2002,,,,,700.0,6.16
CHEMBL93315,,,519.04,1.0,2.3,9,O=C1COc2ccc(Cl)cc2CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C2CCCCC2)NC(=O)CCCN1,Ki,'=',5000.0,nM,5.3,,,UO_0000065,10.21,0.2,3.0,4.54,0,CHEMBL817817,Inhibitory activity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136169,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,5.0,5.3
CHEMBL78757,,,600.76,1.0,2.71,11,CN(Cc1ccc(CN)cc1)C(=O)CCC(=O)NCc1ccc(CNC(=O)CCC(=O)N(C)Cc2ccc(CN)cc2)cc1,Ki,'>',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL824722,Inhibitory potency against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132783,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,1000.0,3.0
CHEMBL327254,,,351.45,0.0,2.76,12,N=C(N)c1cccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)c1,Ki,'>',1200.0,nM,,,,UO_0000065,,,,,0,CHEMBL811778,Compound was tested for inhibition of trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131265,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,1200.0,5.920818753952375
CHEMBL327473,,,649.65,1.0,3.21,47,CC(C)OCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',120.0,nM,6.92,,,UO_0000065,12.92,0.25,3.71,4.07,0,CHEMBL824706,Binding affinity towards trypsin obtained from human purified enzymes,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132652,1,Scientific Literature,J Med Chem,1999,,,,,120.0,6.92
CHEMBL433351,,,408.42,1.0,1.23,10,N=C(N)c1ccc(NC(=O)C2(CC(=O)O)CC(c3cccc(C(=N)N)c3)=NO2)cc1,Ki,'>',1200.0,nM,,,,UO_0000065,,,,,0,CHEMBL879096,The compound was evaluated for inhibitory activity against Trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129218,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,1.2,5.920818753952375
CHEMBL341979,,,449.54,0.0,2.82,44 (-),N=C(N)c1ccc2c(c1)C(CC(=O)Nc1ccc(-c3ccccc3S(N)(=O)=O)cc1)CN2,Ki,'=',400.0,nM,6.4,,,UO_0000065,14.23,0.27,3.58,4.23,0,CHEMBL818182,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133520,1,Scientific Literature,J Med Chem,2000,,,,,400.0,6.4
CHEMBL422722,,,446.55,0.0,3.12,16,COC(=O)Cc1cn(CC(=O)N2CCC(Cc3ccccc3)CC2)c2ccc(C(=N)N)cc12,Ki,'=',140.0,nM,6.85,,,UO_0000065,15.35,0.28,3.73,6.76,0,CHEMBL812713,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131664,1,Scientific Literature,Bioorg Med Chem Lett,1999,,,,,140.0,6.85
CHEMBL102502,,,569.61,0.0,2.85,9,N=C(N)c1cccc(N2CCCCN(C3CCN(S(=O)(=O)c4ccccc4)CC3)C2=O)c1.O=C(O)C(F)(F)F,Ki,'=',60.0,nM,7.22,,,UO_0000065,15.85,0.31,4.37,6.52,0,CHEMBL818020,Inhibitory activity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133385,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,60.0,7.22
CHEMBL277695,,,424.53,0.0,1.87,NC11,Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc(C(=N)N)s1,Ki,'=',4.4,nM,8.36,,,UO_0000065,19.68,0.38,6.49,6.64,0,CHEMBL817809,In vitro inhibitory constant against trypsin,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136066,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,4.4,8.36
CHEMBL143138,,,407.48,0.0,1.2,5,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccccn2)c1=O,Ki,'=',3600.0,nM,5.44,,,UO_0000065,13.36,0.25,4.24,4.26,0,CHEMBL815470,Inhibitory constant against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145961,1,Scientific Literature,J Med Chem,2003,,,,,3600.0,5.44
CHEMBL353213,,,430.51,0.0,2.48,2,Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2nccn2c1C,Ki,'=',6800.0,nM,5.17,,,UO_0000065,12.0,0.22,2.69,5.54,0,CHEMBL817814,Inhibition of Trypsin,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136608,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,6800.0,5.17
CHEMBL2373405,,,563.47,,,30,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc4ccccc4[N+](=O)[O-])O[C@@]3(C)[C@H]1C2,Ki,'=',8.4,nM,8.08,,,UO_0000065,14.33,,,,0,CHEMBL811614,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130774,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,8.4,8.08
CHEMBL290720,,,603.57,,,8,CC(C)(C)OC(=O)Nc1cccc(-c2cccc(C(=O)N[C@@H](CCCN=C(N)N)B3O[C@@H]4CC5CC(C5(C)C)[C@]4(C)O3)c2)c1,Ki,'=',35.0,nM,7.46,,,UO_0000065,12.35,,,,0,CHEMBL811780,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151536,1,Scientific Literature,Bioorg Med Chem Lett,1997,,,,,35.0,7.46
CHEMBL2373351,,,531.51,,,33,CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)cc4CCc4ccccc4)O[C@@]3(C)[C@H]1C2,Ki,'=',35.0,nM,7.46,,,UO_0000065,14.03,,,,0,CHEMBL811614,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130774,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,35.0,7.46
CHEMBL345236,,,293.33,1.0,-1.98,4,N=C(N)c1ccc(CNC(=O)CNC(=O)[C@@H](N)CO)cc1,Ki,'=',7000.0,nM,5.16,,,UO_0000065,17.57,0.34,7.13,3.34,0,CHEMBL811611,In vitro inhibition of trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135855,1,Scientific Literature,Bioorg Med Chem Lett,2002,,,,,7.0,5.16
CHEMBL2373440,,,606.62,,,23,CC(C)(C)CC(=O)NCc1nc(Cc2ccccc2)n(CC(=O)N[C@@H](CCCCN)B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)n1,Ki,'=',2.7,nM,8.57,,,UO_0000065,14.13,,,,0,CHEMBL811614,Inhibition of trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130774,1,Scientific Literature,Bioorg Med Chem Lett,1998,,,,,2.7,8.57
CHEMBL173480,,,598.66,2.0,3.62,18d,CC(=N)N1CCC(Oc2ccc3cc(C(=O)NC(CC(=O)O)C(=O)O)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,Ki,'=',30.0,nM,7.52,,,UO_0000065,12.57,0.23,3.9,3.86,0,CHEMBL815755,In vitro inhibition of bovine trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133499,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,30.0,7.52
CHEMBL433179,,,266.3,0.0,2.53,6f,Cc1ccc(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,Ki,'=',9000.0,nM,5.05,,,UO_0000065,18.95,0.34,2.52,5.11,0,CHEMBL816557,Inhibition of Human Serine Protease Trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134564,1,Scientific Literature,J Med Chem,2001,,,,,9.0,5.05
CHEMBL3898510,,,550.61,1.0,2.67,BDBM234256,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N(C)Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1,Ki,'=',0.7,nM,9.15,,408298,UO_0000065,16.63,0.33,6.48,5.0,0,CHEMBL3888548,"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL), 400 mM Tris-HCl buffer (pH 8.0, 25 μL) and 0.5 mg/mL fluorescence enzyme substrate (Gly-Asp-Asp-Asp-Asp-Lys-β-Naphtylamide, 25 μL) were mixed, and recombinant human enteropeptidase (R&D Systems, Inc., 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 320 nm and fluorescence wavelength 405 nm. The Ki value was calculated from the concentration of the test compound, reciprocal of reaction rate, and Km value of the enzyme substrate, and by using Dixon plot.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886757,37,BindingDB Patent Bioactivity Data,,2016,,,,,0.7,9.15
CHEMBL92909,,,622.58,1.0,1.83,65,COCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',45.0,nM,7.35,,,UO_0000065,14.45,0.28,5.52,4.02,0,CHEMBL824706,Binding affinity towards trypsin obtained from human purified enzymes,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132652,1,Scientific Literature,J Med Chem,1999,,,,,45.0,7.35
CHEMBL263784,,,497.6,0.0,4.75,18a,COC(=O)c1cc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,Ki,'=',150.0,nM,6.82,,,UO_0000065,13.71,0.25,2.07,5.81,0,CHEMBL815755,In vitro inhibition of bovine trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133499,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,150.0,6.82
CHEMBL291243,,,420.5,0.0,-0.22,3a,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cc(S(=O)(=O)NC2CC2)c(N)c1=O,Ki,'=',2900.0,nM,5.54,,,UO_0000065,13.17,0.26,5.76,3.41,0,CHEMBL817816,Inhibitory activity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136704,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,2900.0,5.54
CHEMBL308763,,,712.9,2.0,3.03,11,N=C(N)Nc1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NC[C@H]5CC[C@H](N)CC5)CC4)CCC3)CC2)cc1,Ki,'=',141000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL824723,Compound was evaluated for its inhibitory potency against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132784,1,Scientific Literature,Bioorg Med Chem Lett,2000,,,,,141.0,3.85078088734462
CHEMBL139121,,,432.51,0.0,3.75,6a,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2)n1,Ki,'>',1500.0,nM,,,,UO_0000065,,,,,0,CHEMBL817826,Tested in vitro for inhibition of human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145914,1,Scientific Literature,J Med Chem,2003,,,,,1500.0,5.823908740944319
CHEMBL147171,,,546.55,2.0,5.07,45a,CNCc1ccccc1-n1nc(C(F)(F)F)cc1C(=O)Nc1ccc(-c2ccccc2S(C)(=O)=O)cc1F,Ki,'>',2500.0,nM,,,,UO_0000065,,,,,0,CHEMBL817826,Tested in vitro for inhibition of human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145914,1,Scientific Literature,J Med Chem,2003,,,,,2500.0,5.6020599913279625
CHEMBL146793,,,533.5,2.0,5.36,12a,COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)cc1,Ki,'>',2500.0,nM,,,,UO_0000065,,,,,0,CHEMBL817826,Tested in vitro for inhibition of human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145914,1,Scientific Literature,J Med Chem,2003,,,,,2500.0,5.6020599913279625
CHEMBL279628,,,649.6,1.0,2.35,15(SF303),COC(=O)CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,Ki,'=',110.0,nM,6.96,,,UO_0000065,12.99,0.25,4.61,3.72,1,CHEMBL824708,The binding affinity was measured towards human purified trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1132311,1,Scientific Literature,J Med Chem,1999,,,,,110.0,6.96
CHEMBL3667889,,,479.53,0.0,2.3,BDBM158083,CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N[C@@H](CO)C(=O)O,Ki,'=',1.87,nM,8.73,,355629,UO_0000065,18.2,0.36,6.43,5.36,1,CHEMBL3887805,"Trypsin Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 uL) was mixed with 20 uM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 uL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 uL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886456,37,BindingDB Patent Bioactivity Data,,2016,,,,,1.87,8.73
CHEMBL3667892,,,463.53,0.0,3.33,BDBM158086,CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)NCCC(=O)O,Ki,'=',2.5,nM,8.6,,355632,UO_0000065,18.56,0.37,5.27,6.03,1,CHEMBL3887805,"Trypsin Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 uL) was mixed with 20 uM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 uL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 uL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886456,37,BindingDB Patent Bioactivity Data,,2016,,,,,2.5,8.6
CHEMBL319047,,,355.4,0.0,4.64,18a,N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)cc(-c3ccoc3)c2c1,Ki,'=',45.0,nM,7.35,,,UO_0000065,20.67,0.37,2.71,7.98,0,CHEMBL817133,Binding affinity against trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146777,1,Scientific Literature,Bioorg Med Chem Lett,2004,,,,,0.045,7.35
CHEMBL543648,,,484.08,0.0,4.01,13,CC(CC(=O)N1CCC[C@H]1C(=O)NCC1CCC(N)CC1)(c1ccccc1)c1ccccc1.Cl,Ki,'=',17000.0,nM,4.77,,,UO_0000065,10.66,0.2,0.76,6.32,0,CHEMBL817812,In vitro inhibition of human trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130225,1,Scientific Literature,J Med Chem,1997,,,,,17000.0,4.77
CHEMBL123272,,,469.91,0.0,2.46,3,Nc1cc(-n2nnnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)ccc1Cl,Ki,'>',1600.0,nM,,,,UO_0000065,,,,,0,CHEMBL817820,Inhibitory constant against trypsin using human purified enzymes,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136511,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,,1600.0,5.795880017344075
CHEMBL343784,,,354.41,0.0,3.87,20,N=C(N)c1ccc2ncn(CC(=O)c3ccc(-c4ccccc4)cc3)c2c1,Ki,'=',320.0,nM,6.5,,,UO_0000065,18.33,0.33,2.62,7.66,0,CHEMBL818182,Binding affinity against human trypsin,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133520,1,Scientific Literature,J Med Chem,2000,,,,,320.0,6.5
CHEMBL421466,,,542.54,0.0,0.8,15,CC(=O)N1CC=C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1.O=C(O)C(F)(F)F,Ki,'=',9.1,nM,8.04,,,UO_0000065,18.76,0.37,7.24,5.59,0,CHEMBL655074,In vitro inhibition of bovine trypsin.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL209,Serine protease 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145070,1,Scientific Literature,J Med Chem,2003,,,,,9.1,8.04
